0.478788 0.266667
0.545455 0.856061
0.672727 0.365152
0.398485 0.298485
0.460606 0.501515
0.484848 0.306061
0.521212 0.548485
0.666667 0.753030
0.680303 0.554545
0.707576 0.562121
0.657576 0.742424
0.595455 0.410606
0.654545 0.251515
0.577273 0.330303
0.583333 0.743939
0.206061 0.293939
0.293939 0.453030
0.725758 0.548485
0.219697 0.296970
0.657576 0.419697
0.675758 0.510606
0.351515 0.557576
0.465152 0.416667
0.730303 0.598485
0.236364 0.304545
0.524242 0.409091
0.584848 0.216667
0.696970 0.478788
0.192424 0.345455
0.477273 0.471212
0.606061 0.624242
0.640909 0.437879
0.639394 0.493939
0.713636 0.166667
0.777273 0.533333
0.584848 0.803030
0.600000 0.739394
0.216667 0.212121
0.219697 0.371212
0.672727 0.195455
0.674242 0.475758
0.531818 0.898485
0.160606 0.357576
0.486364 0.530303
0.531818 0.345455
0.659091 0.736364
0.615152 0.722727
0.392424 0.525758
0.583333 0.806061
0.374242 0.510606
0.395455 0.356061
0.354545 0.510606
0.415152 0.539394
0.446970 0.462121
0.657576 0.731818
0.122727 0.250000
0.539394 0.474242
0.269697 0.481818
0.422727 0.454545
0.583333 0.266667
0.631818 0.463636
0.496970 0.540909
0.551515 0.350000
0.200000 0.227273
0.545455 0.207576
0.407576 0.263636
0.631818 0.162121
0.195455 0.371212
0.562121 0.421212
0.446970 0.212121
0.659091 0.272727
0.736364 0.325758
0.375758 0.540909
0.533333 0.806061
0.650000 0.557576
0.289394 0.163636
0.471212 0.369697
0.554545 0.465152
0.256061 0.475758
0.184848 0.451515
0.437879 0.156061
0.657576 0.256061
0.392424 0.281818
0.189394 0.216667
0.562121 0.193939
0.725758 0.533333
0.295455 0.278788
0.425758 0.457576
0.415152 0.234848
0.562121 0.206061
0.825758 0.554545
0.162121 0.259091
0.160606 0.422727
0.834848 0.515152
0.277273 0.328788
0.650000 0.587879
0.640909 0.224242
0.489394 0.545455
0.675758 0.236364
0.630303 0.580303
0.396970 0.240909
0.609091 0.531818
0.760606 0.648485
0.743939 0.530303
0.718182 0.421212
0.671212 0.539394
0.619697 0.480303
0.615152 0.186364
0.522727 0.393939
0.634848 0.772727
0.096970 0.204545
0.513636 0.543939
0.713636 0.157576
0.713636 0.327273
0.428788 0.156061
0.219697 0.198485
0.689394 0.648485
0.672727 0.842424
0.500000 0.362121
0.290909 0.512121
0.303030 0.415152
0.787879 0.509091
0.413636 0.281818
0.409091 0.200000
0.534848 0.757576
0.625758 0.787879
0.481818 0.428788
0.231818 0.196970
0.512121 0.875758
0.230303 0.278788
0.518182 0.328788
0.651515 0.437879
0.287879 0.250000
0.274242 0.336364
0.824242 0.483333
0.537879 0.533333
0.422727 0.430303
0.722727 0.271212
0.521212 0.789394
0.584848 0.312121
0.543939 0.369697
0.610606 0.345455
0.337879 0.498485
0.777273 0.600000
0.690909 0.281818
0.490909 0.219697
0.593939 0.765152
0.566667 0.728788
0.704545 0.342424
0.818182 0.578788
0.565152 0.513636
0.525758 0.413636
0.384848 0.569697
0.559091 0.369697
0.784848 0.577273
0.481818 0.212121
0.586364 0.546970
0.631818 0.612121
0.462121 0.203030
0.224242 0.221212
0.486364 0.225758
0.600000 0.169697
0.110606 0.225758
0.616667 0.354545
0.148485 0.289394
0.569697 0.457576
0.631818 0.537879
0.718182 0.396970
0.633333 0.833333
0.687879 0.780303
0.240909 0.384848
0.436364 0.556061
0.625758 0.834848
0.283333 0.313636
0.437879 0.516667
0.289394 0.516667
0.587879 0.596970
0.496970 0.356061
0.280303 0.351515
0.339394 0.493939
0.650000 0.646970
0.400000 0.180303
0.390909 0.257576
0.459091 0.330303
0.781818 0.650000
0.753030 0.624242
0.534848 0.369697
0.454545 0.525758
0.628788 0.253030
0.716667 0.566667
0.530303 0.886364
0.598485 0.822727
0.822727 0.583333
0.359091 0.501515
0.301515 0.515152
0.292424 0.486364
0.263636 0.204545
0.519697 0.277273
0.598485 0.395455
0.272727 0.518182
0.593939 0.530303
0.175758 0.357576
0.559091 0.725758
0.781818 0.665152
0.250000 0.237879
0.474242 0.231818
0.353030 0.246970
0.671212 0.822727
0.368182 0.518182
0.683333 0.169697
0.146970 0.175758
0.234848 0.165152
0.466667 0.368182
0.153030 0.307576
0.587879 0.546970
0.445455 0.203030
0.554545 0.887879
0.775758 0.546970
0.527273 0.778788
0.381818 0.198485
0.712121 0.416667
0.436364 0.495455
0.657576 0.228788
0.816667 0.527273
0.501515 0.530303
0.801515 0.593939
0.772727 0.578788
0.440909 0.246970
0.624242 0.189394
0.666667 0.689394
0.553030 0.389394
0.401515 0.287879
0.586364 0.677273
0.459091 0.292424
0.725758 0.309091
0.565152 0.872727
0.763636 0.501515
0.527273 0.412121
0.689394 0.537879
0.553030 0.215152
0.439394 0.231818
0.678788 0.424242
0.110606 0.212121
0.304545 0.206061
0.471212 0.415152
0.331818 0.222727
0.736364 0.656061
0.384848 0.451515
0.625758 0.487879
0.448485 0.468182
0.403030 0.398485
0.500000 0.245455
0.278788 0.359091
0.742424 0.577273
0.213636 0.319697
0.395455 0.566667
0.496970 0.324242
0.509091 0.236364
0.634848 0.301515
0.481818 0.322727
0.718182 0.501515
0.263636 0.357576
0.536364 0.740909
0.160606 0.193939
0.790909 0.501515
0.328788 0.413636
0.622727 0.875758
0.536364 0.456061
0.315152 0.519697
0.637879 0.492424
0.469697 0.371212
0.337879 0.160606
0.600000 0.778788
0.610606 0.510606
0.712121 0.587879
0.619697 0.474242
0.686364 0.598485
0.259091 0.440909
0.604545 0.189394
0.839394 0.569697
0.648485 0.760606
0.569697 0.324242
0.633333 0.201515
0.801515 0.636364
0.396970 0.177273
0.298485 0.412121
0.104545 0.271212
0.581818 0.307576
0.215152 0.440909
